GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.36_1,Conargo,NA,NA,Area,Area,11860,AU.NS.CG
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.37_1,Coolamon,NA,NA,Area,Area,12000,AU.NS.CO
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.38_1,Cooma-Monaro,NA,NA,Area,Area,12050,AU.NS.CM
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.39_1,Coonamble,NA,NA,Area,Area,12150,AU.NS.CJ
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.40_1,Cootamundra,NA,NA,Area,Area,12200,AU.NS.CQ
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.41_1,Corowa,NA,NA,Shire,Shire,12300,AU.NS.CV
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.42_1,Cowra,NA,NA,Area,Area,12350,AU.NS.CW
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.43_1,Deniliquin,NA,NA,Area,Area,12500,AU.NS.DE
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.44_1,Dubbo,NA,NA,City,City,12600,AU.NS.DB
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.45_1,Dungog,NA,NA,Area,Area,12700,AU.NS.DG
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.46_1,Eurobodalla,NA,NA,Area,Area,12750,AU.NS.EU
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.47_1,Fairfield,NA,NA,City,City,12850,AU.NS.FA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.48_1,Forbes,NA,NA,Area,Area,12900,AU.NS.FO
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.49_1,Gilgandra,NA,NA,Area,Area,12950,AU.NS.GG
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.50_1,Glen Innes Severn,NA,NA,Area,Area,13010,NA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.51_1,Gloucester,NA,NA,Area,Area,13050,AU.NS.GC
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.52_1,Gosford,NA,NA,City,City,13100,AU.NS.GF
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.53_1,Goulburn Mulwaree,NA,NA,Area,Area,13310,NA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.54_1,Great Lakes,NA,NA,Area,Area,13320,AU.NS.GL
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.55_1,Greater Hume,NA,NA,Shire,Shire,13340,NA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.56_1,Greater Taree,NA,NA,City,City,13380,AU.NS.GT
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.57_1,Griffith,NA,NA,City,City,13450,AU.NS.GH
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.58_1,Gundagai,NA,NA,Area,Area,13500,AU.NS.GU
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.59_1,Gunnedah,NA,NA,Area,Area,13550,AU.NS.GD
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.60_1,Guyra,NA,NA,Area,Area,13650,AU.NS.GY
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.61_1,Gwydir,NA,NA,Area,Area,13660,NA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.62_1,Harden,NA,NA,Area,Area,13700,AU.NS.HD
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.63_1,Hawkesbury,NA,NA,City,City,13800,AU.NS.HW
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.64_1,Hay,NA,NA,Area,Area,13850,AU.NS.HY
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.65_1,Holroyd,NA,NA,City,City,13950,AU.NS.HO
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.66_1,Hornsby,NA,NA,Area,Area,14000,AU.NS.HR
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.67_1,Hunters Hill,NA,NA,Area,Area,14100,AU.NS.HH
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.68_1,Hurstville,NA,NA,City,City,14150,AU.NS.HV
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.69_1,Inverell,NA,NA,Area,Area,14200,AU.NS.IN
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.70_1,Jerilderie,NA,NA,Area,Area,14250,AU.NS.JE
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.71_1,Junee,NA,NA,Area,Area,14300,AU.NS.JU
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.72_1,Kempsey,NA,NA,Area,Area,14350,AU.NS.KE
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.73_1,Kiama,NA,NA,Area,Area,14400,AU.NS.KI
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.74_1,Kogarah,NA,NA,City,City,14450,AU.NS.KO
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.75_1,Ku-ring-gai,NA,NA,Area,Area,14500,AU.NS.KU
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.76_1,Kyogle,NA,NA,Area,Area,14550,AU.NS.KY
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.77_1,Lachlan,NA,NA,Area,Area,14600,AU.NS.LA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.78_1,Lake Macquarie,NA,NA,City,City,14650,AU.NS.LM
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.79_1,Lane Cove,NA,NA,Area,Area,14700,AU.NS.LC
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.80_1,Leeton,NA,NA,Area,Area,14750,AU.NS.LE
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.81_1,Leichhardt,NA,NA,Area,Area,14800,AU.NS.LH
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.82_1,Lismore,NA,NA,City,City,14850,AU.NS.LI
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.83_1,Lithgow,NA,NA,City,City,14870,AU.NS.LG
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.84_1,Liverpool,NA,NA,City,City,14900,AU.NS.LV
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.85_1,Liverpool Plains,NA,NA,Area,Area,14920,NA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.86_1,Lockhart,NA,NA,Area,Area,14950,AU.NS.LO
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.87_1,Maitland,NA,NA,City,City,15050,AU.NS.MD
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.88_1,Manly,NA,NA,Area,Area,15150,AU.NS.MN
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.89_1,Marrickville,NA,NA,Area,Area,15200,AU.NS.MV
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.90_1,Mid-Western Regional,NA,NA,Area,Area,15270,NA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.91_1,Moree Plains,NA,NA,Area,Area,15300,AU.NS.MP
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.92_1,Mosman,NA,NA,Area,Area,15350,AU.NS.MO
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.93_1,Murray,NA,NA,Area,Area,15500,AU.WA.MY
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.94_1,Murrumbidgee,NA,NA,Area,Area,15550,AU.NS.MB
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.95_1,Muswellbrook,NA,NA,Area,Area,15650,AU.NS.MS
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.96_1,Nambucca,NA,NA,Area,Area,15700,AU.NS.NC
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.97_1,Narrabri,NA,NA,Area,Area,15750,AU.NS.NB
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.98_1,Narrandera,NA,NA,Area,Area,15800,AU.NS.ND
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.99_1,Narromine,NA,NA,Area,Area,15850,AU.NS.NA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.100_1,Newcastle,NA,NA,City,City,15900,AU.NS.NE
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.101_1,North Sydney,NA,NA,Area,Area,15950,AU.NS.NS
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.102_1,Oberon,NA,NA,Area,Area,16100,AU.NS.OB
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.103_1,Orange,NA,NA,City,City,16150,AU.NS.OR
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.104_1,Palerang,NA,NA,Area,Area,16180,NA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.105_1,Parkes,NA,NA,Area,Area,16200,AU.NS.PK
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.106_1,Parramatta,NA,NA,City,City,16250,AU.NS.PA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.107_1,Penrith,NA,NA,City,City,16350,AU.NS.PE
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.108_1,Pittwater,NA,NA,Area,Area,16370,AU.NS.PI
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.109_1,Port Macquarie-Hastings,NA,NA,Area,Area,16380,NA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.110_1,Port Stephens,NA,NA,Area,Area,16400,AU.NS.PS
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.111_1,Queanbeyan,NA,NA,City,City,16470,AU.NS.QB
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.112_1,Randwick,NA,NA,City,City,16550,AU.NS.RA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.113_1,Richmond Valley,NA,NA,Area,Area,16610,AU.NS.RV
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.114_1,Rockdale,NA,NA,City,City,16650,AU.NS.RO
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.115_1,Ryde,NA,NA,City,City,16700,AU.NS.RD
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.116_1,Shellharbour,NA,NA,City,City,16900,AU.NS.SH
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.117_1,Shoalhaven,NA,NA,City,City,16950,AU.NS.SL
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.118_1,Singleton,NA,NA,Area,Area,17000,AU.NS.SI
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.119_1,Snowy River,NA,NA,Area,Area,17050,AU.NS.SR
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.120_1,Strathfield,NA,NA,Area,Area,17100,AU.NS.ST
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.121_1,Sutherland,NA,NA,Shire,Shire,17150,AU.NS.SU
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.122_1,Sydney,NA,NA,City,City,17200,AU.NS.SY
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.123_1,Tamworth Regional,NA,NA,Area,Area,17310,NA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.124_1,Temora,NA,NA,Area,Area,17350,AU.NS.TE
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.125_1,Tenterfield,NA,NA,Area,Area,17400,AU.NS.TN
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.126_1,The Hills,NA,NA,Shire,Shire,17420,NA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.127_1,Tumbarumba,NA,NA,Area,Area,17450,AU.NS.TU
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.128_1,Tumut,NA,NA,Shire,Shire,17500,AU.NS.TT
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.129_1,Tweed,NA,NA,Area,Area,17550,AU.NS.TW
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.130_1,Unincorporated New South Wales,NA,NA,Unincorporated AreaUnincorporated Area,Unincorporated Area,19399,NA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.131_1,Upper Hunter,NA,NA,Shire,Shire,17620,NA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.132_1,Upper Lachlan,NA,NA,Shire,Shire,17640,NA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.133_1,Uralla,NA,NA,Area,Area,17650,AU.NS.UR
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.134_1,Urana,NA,NA,Area,Area,17700,AU.NS.UN
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.135_1,Wagga Wagga,NA,NA,City,City,17750,AU.NS.WW
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.136_1,Wakool,NA,NA,Area,Area,17800,AU.NS.WK
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.137_1,Walcha,NA,NA,Area,Area,17850,AU.NS.WH
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.138_1,Walgett,NA,NA,Area,Area,17900,AU.NS.WA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.139_1,Warren,NA,NA,Area,Area,17950,AU.NS.WN
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.140_1,Warringah,NA,NA,Area,Area,18000,AU.NS.WR
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.141_1,Warrumbungle,NA,NA,Shire,Shire,18020,NA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.142_1,Waverley,NA,NA,Area,Area,18050,AU.NS.WV
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.143_1,Weddin,NA,NA,Area,Area,18100,AU.NS.WD
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.144_1,Wellington,NA,NA,Area,Area,18150,AU.VI.WE
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.145_1,Wentworth,NA,NA,Area,Area,18200,AU.NS.WE
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.146_1,Willoughby,NA,NA,City,City,18250,AU.NS.WB
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.147_1,Wingecarribee,NA,NA,Area,Area,18350,AU.NS.WC
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.148_1,Wollondilly,NA,NA,Area,Area,18400,AU.NS.WL
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.149_1,Wollongong,NA,NA,City,City,18450,AU.NS.WG
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.150_1,Woollahra,NA,NA,Area,Area,18500,AU.NS.WO
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.151_1,Wyong,NA,NA,Area,Area,18550,AU.NS.WY
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.152_1,Yass Valley,NA,NA,Area,Area,18710,NA
AUS,Australia,AUS.5_1,New South Wales,NA,AUS.5.153_1,Young,NA,NA,Area,Area,18750,AU.NS.YO
AUS,Australia,AUS.6_1,Northern Territory,NA,AUS.6.1_1,Alice Springs,NA,NA,Town,Town,70200,AU.NT.AS
AUS,Australia,AUS.6_1,Northern Territory,NA,AUS.6.2_1,Barkly,NA,NA,Shire,Shire,70420,NA
AUS,Australia,AUS.6_1,Northern Territory,NA,AUS.6.3_1,Belyuen,NA,NA,Shire,Shire,70540,AU.NT.BE
AUS,Australia,AUS.6_1,Northern Territory,NA,AUS.6.4_1,Central Desert,NA,NA,Shire,Shire,70620,NA
AUS,Australia,AUS.6_1,Northern Territory,NA,AUS.6.5_1,Coomalie,NA,NA,Shire,Shire,70700,AU.NT.CO
AUS,Australia,AUS.6_1,Northern Territory,NA,AUS.6.6_1,Darwin,NA,NA,City,City,71000,AU.NT.DR
AUS,Australia,AUS.6_1,Northern Territory,NA,AUS.6.7_1,East Arnhem,NA,NA,Shire,Shire,71300,NA
AUS,Australia,AUS.6_1,Northern Territory,NA,AUS.6.8_1,Katherine,NA,NA,Town,Town,72200,AU.NT.KA
AUS,Australia,AUS.6_1,Northern Territory,NA,AUS.6.9_1,Litchfield,NA,NA,Municipality,Municipality,72300,AU.NT.LI
AUS,Australia,AUS.6_1,Northern Territory,NA,AUS.6.10_1,MacDonnell,NA,NA,Shire,Shire,72330,NA
AUS,Australia,AUS.6_1,Northern Territory,NA,AUS.6.11_1,Palmerston,NA,NA,City,City,72800,AU.NT.PA
AUS,Australia,AUS.6_1,Northern Territory,NA,AUS.6.12_1,Roper Gulf,NA,NA,Shire,Shire,73600,NA
AUS,Australia,AUS.6_1,Northern Territory,NA,AUS.6.13_1,Tiwi Islands,NA,NA,Shire,Shire,74050,NA
AUS,Australia,AUS.6_1,Northern Territory,NA,AUS.6.14_1,Unincorporated Norther Territories,NA,NA,Unincorporated Area,Unincorporated Area,79399,NA
AUS,Australia,AUS.6_1,Northern Territory,NA,AUS.6.15_1,Victoria-Daly,NA,NA,Shire,Shire,74500,NA
AUS,Australia,AUS.6_1,Northern Territory,NA,AUS.6.16_1,Wagait,NA,NA,Shire,Shire,74560,NA
AUS,Australia,AUS.6_1,Northern Territory,NA,AUS.6.17_1,West Arnhem,NA,NA,Shire,Shire,74660,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.1_1,Aurukun,NA,NA,Shire,Shire,30250,AU.QL.AU
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.2_1,Balonne,NA,NA,Shire,Shire,30300,AU.QL.BA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.3_1,Banana,NA,NA,Shire,Shire,30370,AU.QL.BN
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.4_1,Barcaldine,NA,NA,Region,Region,30410,AU.QL.BC
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.5_1,Barcoo,NA,NA,Shire,Shire,30450,AU.QL.BQ
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.6_1,Blackall Tambo,NA,NA,Region,Region,30760,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.7_1,Boulia,NA,NA,Shire,Shire,30900,AU.QL.BO
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.8_1,Brisbane,NA,NA,City,City,31000,AU.QL.BR
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.9_1,Bulloo,NA,NA,Shire,Shire,31750,AU.QL.BU
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.10_1,Bundaberg,NA,NA,Region,Region,31820,AU.QL.BB
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.11_1,Burdekin,NA,NA,Shire,Shire,31900,AU.QL.BD
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.12_1,Burke,NA,NA,Shire,Shire,31950,AU.QL.BK
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.13_1,Cairns,NA,NA,Region,Region,32070,AU.QL.CS
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.14_1,Carpentaria,NA,NA,Shire,Shire,32250,AU.QL.CA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.15_1,Cassowary Coast,NA,NA,Region,Region,32260,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.16_1,Central Highlands,NA,NA,Region,Region,32270,AU.TS.CH
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.17_1,Charters Towers,NA,NA,Region,Region,32310,AU.QL.CT
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.18_1,Cherbourg,NA,NA,Shire,Shire,32330,AU.QL.CG
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.19_1,Cloncurry,NA,NA,Shire,Shire,32450,AU.QL.CL
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.20_1,Cook,NA,NA,Shire,Shire,32500,AU.QL.CK
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.21_1,Croydon,NA,NA,Shire,Shire,32600,AU.QL.CR
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.22_1,Diamantina,NA,NA,Shire,Shire,32750,AU.QL.DI
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.23_1,Doomadgee,NA,NA,Shire,Shire,32770,AU.QL.DM
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.24_1,Etheridge,NA,NA,Shire,Shire,33100,AU.QL.ET
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.25_1,Flinders,NA,NA,Shire,Shire,33200,AU.TS.FL
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.26_1,Fraser Coast,NA,NA,Region,Region,33220,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.27_1,Gladstone,NA,NA,Region,Region,33360,AU.QL.GL
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.28_1,Gold Coast,NA,NA,City,City,33430,AU.QL.GC
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.29_1,Goondiwindi,NA,NA,Region,Region,33610,AU.QL.GO
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.30_1,Gympie,NA,NA,Region,Region,33620,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.31_1,Hinchinbrook,NA,NA,Shire,Shire,33800,AU.QL.HI
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.32_1,Hope Vale,NA,NA,Shire,Shire,33830,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.33_1,Ipswich,NA,NA,City,City,33960,AU.QL.IP
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.34_1,Isaac,NA,NA,Region,Region,33980,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.35_1,Kowanyama,NA,NA,Shire,Shire,34420,AU.QL.KW
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.36_1,Lockhart River,NA,NA,Shire,Shire,34570,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.37_1,Lockyer Valley,NA,NA,Region,Region,34580,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.38_1,Logan,NA,NA,City,City,34590,AU.QL.LG
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.39_1,Longreach,NA,NA,Region,Region,34710,AU.QL.LR
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.40_1,Mackay,NA,NA,Region,Region,34770,AU.QL.MK
