GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.2_1,Abitibi,NA,NA,Regional County Municipality,Regional County Municipality,88,CA.QC.AB
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.1_1,Abitibi-Ouest,NA,NA,Regional County Municipality,Regional County Municipality,87,CA.QC.AO
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.3_1,Acton,NA,NA,Regional County Municipality,Regional County Municipality,48,CA.QC.AC
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.4_1,Antoine-Labelle,NA,NA,Regional County Municipality,Regional County Municipality,79,CA.QC.AL
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.5_1,Argenteuil,NA,NA,Regional County Municipality,Regional County Municipality,76,CA.QC.AG
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.6_1,Arthabaska,NA,NA,Regional County Municipality,Regional County Municipality,39,CA.QC.AT
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.7_1,Asbestos,NA,NA,Regional County Municipality,Regional County Municipality,40,CA.QC.AS
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.8_1,Avignon,NA,NA,Regional County Municipality,Regional County Municipality,06,CA.QC.AV
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.9_1,Beauce-Sartigan,NA,NA,Regional County Municipality,Regional County Municipality,29,CA.QC.BS
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.10_1,Beauharnois-Salaberry,NA,NA,Regional County Municipality,Regional County Municipality,70,CA.QC.BH
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.11_1,Bécancour,NA,NA,Regional County Municipality,Regional County Municipality,38,CA.QC.BC
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.12_1,Bellechasse,NA,NA,Regional County Municipality,Regional County Municipality,19,CA.QC.BL
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.13_1,Bonaventure,NA,NA,Regional County Municipality,Regional County Municipality,05,CA.QC.BO
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.14_1,Brome-Missisquoi,NA,NA,Regional County Municipality,Regional County Municipality,46,CA.QC.BM
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.15_1,Champlain,NA,NA,Regional County Municipality,Regional County Municipality,58,CA.QC.CP
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.17_1,Charlevoix,NA,NA,Regional County Municipality,Regional County Municipality,16,CA.QC.CV
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.16_1,Charlevoix-Est,NA,NA,Regional County Municipality,Regional County Municipality,15,CA.QC.CE
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.18_1,Coaticook,NA,NA,Regional County Municipality,Regional County Municipality,44,CA.QC.CT
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.19_1,Communauté-Urbaine-de-l'Outaouais,NA,NA,County,County,81,CA.QC.OU
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.20_1,Communauté-Urbaine-de-Montréal,NA,NA,County,County,66,CA.QC.MR
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.21_1,Communauté-Urbaine-de-Québec,NA,NA,County,County,23,CA.QC.QU
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.22_1,D'Autray,NA,NA,Regional County Municipality,Regional County Municipality,52,CA.QC.DA
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.23_1,Desjardins,NA,NA,Regional County Municipality,Regional County Municipality,24,CA.QC.DE
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.24_1,Deux-Montagnes,NA,NA,Regional County Municipality,Regional County Municipality,72,CA.QC.DM
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.25_1,Drummond,NA,NA,Regional County Municipality,Regional County Municipality,49,CA.QC.DU
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.26_1,Francheville,NA,NA,Regional County Municipality,Regional County Municipality,37,CA.QC.FR
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.27_1,Joliette,NA,NA,Regional County Municipality,Regional County Municipality,61,CA.QC.JO
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.28_1,Kamouraska,NA,NA,Regional County Municipality,Regional County Municipality,14,CA.QC.KA
