Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Tests	Tests_per_capita
Spain	73235	5982	12285	54968	0.0015674	1.2803e-4	1994000	920307.692308	598200	0.0426766666667	0.0196969230769	0.012803	7516	844	NA	NA
Ukraine	356	9	5	342	7.98e-6	2e-7	3000	1384.61538462	900	6.66666666667e-5	3.07692307692e-5	2e-5	46	4	1712	4.1e-5
San Marino	224	22	6	196	0.00663016	6.5118e-4	7333.33333333	3384.61538462	2200	0.21706	0.100181538462	0.065118	1	1	NA	NA
Netherlands	9819	640	6	9173	5.6984e-4	3.714e-5	213333.333333	98461.5384615	64000	0.01238	0.00571384615385	0.003714	1172	93	NA	NA
Denmark	2366	65	57	2244	4.0811e-4	1.121e-5	21666.6666667	10000	6500	0.00373666666667	0.00172461538462	0.001121	166	13	22500	0.003795
Poland	1638	18	7	1613	4.313e-5	4.7e-7	6000	2769.23076923	1800	1.56666666667e-4	7.23076923077e-5	4.7e-5	249	2	38674	0.001008
Finland	1167	9	10	1148	2.1149e-4	1.63e-6	3000	1384.61538462	900	5.43333333333e-4	2.50769230769e-4	1.63e-4	126	2	18000	0.003254
Macedonia	241	4	3	234	1.157e-4	1.92e-6	1333.33333333	615.384615385	400	6.4e-4	2.95384615385e-4	1.92e-4	22	1	NA	NA
Moldova	231	2	2	227	6.515e-5	5.6e-7	666.666666667	307.692307692	200	1.86666666667e-4	8.61538461538e-5	5.6e-5	32	0	NA	NA
Liechtenstein	56	0	0	56	0.00147718	0	280	112	70	0.0073859	0.00295436	0.001846475	0	0	NA	NA
Latvia	305	0	1	304	1.5831e-4	0	1525	610	381.25	7.9155e-4	3.1662e-4	1.978875e-4	25	0	12748	0.00664
Croatia	657	5	45	607	1.6066e-4	1.22e-6	1666.66666667	769.230769231	500	4.06666666667e-4	1.87692307692e-4	1.22e-4	71	2	5215	0.001279
Malta	149	0	2	147	3.0815e-4	0	745	298	186.25	0.00154075	6.163e-4	3.851875e-4	10	0	NA	NA
Vatican	6	0	0	6	0.00749064	0	30	12	7.5	0.0374532	0.01498128	0.0093633	2	0	NA	NA
Sweden	3447	105	16	3326	3.385e-4	1.031e-5	35000	16153.8461538	10500	0.00343666666667	0.00158615384615	0.001031	378	0	NA	NA
Russia	1264	4	49	1211	8.75e-6	3e-8	1333.33333333	615.384615385	400	1e-5	4.61538461538e-6	3e-6	228	0	243377	0.001659
Bulgaria	331	7	11	313	4.712e-5	1e-6	2333.33333333	1076.92307692	700	3.33333333333e-4	1.53846153846e-4	1e-4	38	4	NA	NA
Romania	1452	37	139	1276	7.456e-5	1.9e-6	12333.3333333	5692.30769231	3700	6.33333333333e-4	2.92307692308e-4	1.9e-4	160	11	19663	0.001013
Albania	197	10	31	156	6.873e-5	3.49e-6	3333.33333333	1538.46153846	1000	0.00116333333333	5.36923076923e-4	3.49e-4	11	2	NA	NA
Portugal	5170	100	43	5027	5.0283e-4	9.73e-6	33333.3333333	15384.6153846	10000	0.00324333333333	0.00149692307692	9.73e-4	902	24	32754	0.003187
Estonia	645	1	20	624	4.8831e-4	7.6e-7	333.333333333	153.846153846	100	2.53333333333e-4	1.16923076923e-4	7.6e-5	70	0	9364	0.007049
Kosovo	91	1	1	89	4.931e-5	5.4e-7	333.333333333	153.846153846	100	1.8e-4	8.30769230769e-5	5.4e-5	5	0	NA	NA
Azerbaijan	182	4	15	163	1.831e-5	4e-7	1333.33333333	615.384615385	400	1.33333333333e-4	6.15384615385e-5	4e-5	17	1	NA	NA
United Kingdom	17312	1021	151	16140	2.6037e-4	1.536e-5	340333.333333	157076.923077	102100	0.00512	0.00236307692308	0.001536	2567	260	120776	0.001788
Austria	8271	68	225	7978	9.3489e-4	7.69e-6	22666.6666667	10461.5384615	6800	0.00256333333333	0.00118307692308	7.69e-4	614	10	42750	0.004802
West Bank and Gaza	98	1	18	79	1.96e-5	2e-7	333.333333333	153.846153846	100	6.66666666667e-5	3.07692307692e-5	2e-5	7	0	NA	NA
Republic of Serbia	659	10	0	649	9.438e-5	1.43e-6	3333.33333333	1538.46153846	1000	4.76666666667e-4	2.2e-4	1.43e-4	202	9	NA	NA
Greece	1061	32	52	977	9.89e-5	2.98e-6	10666.6666667	4923.07692308	3200	9.93333333333e-4	4.58461538462e-4	2.98e-4	95	4	NA	NA
Hungary	343	11	34	298	3.511e-5	1.13e-6	3666.66666667	1692.30769231	1100	3.76666666667e-4	1.73846153846e-4	1.13e-4	43	1	NA	NA
Cyprus	179	5	15	159	1.5299e-4	4.27e-6	1666.66666667	769.230769231	500	0.00142333333333	6.56923076923e-4	4.27e-4	17	0	NA	NA
