Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Tests	Tests_per_capita
Israel	883	1	36	N/A	9.939e-5	1.1e-7	333.333333333	153.846153846	100	3.66666666667e-5	1.69230769231e-5	1.1e-5	178	1	NA	NA
Belarus	76	0	15	N/A	8.01e-6	0	380	152	95	4.005e-5	1.602e-5	1.00125e-5	7	0	NA	NA
Iceland	473	1	22	N/A	0.00133777	2.83e-6	333.333333333	153.846153846	100	9.43333333333e-4	4.35384615385e-4	2.83e-4	64	1	NA	NA
Montenegro	14	0	0	N/A	2.25e-5	0	70	28	17.5	1.125e-4	4.5e-5	2.8125e-5	0	0	NA	NA
Slovenia	383	1	0	N/A	1.8526e-4	4.8e-7	333.333333333	153.846153846	100	1.6e-4	7.38461538462e-5	4.8e-5	42	0	NA	NA
Germany	22213	84	233	N/A	2.6786e-4	1.01e-6	28000	12923.0769231	8400	3.36666666667e-4	1.55384615385e-4	1.01e-4	2365	17	NA	NA
Bosnia and Herzegovina	93	1	2	N/A	2.798e-5	3e-7	333.333333333	153.846153846	100	1e-4	4.61538461538e-5	3e-5	4	1	NA	NA
Armenia	160	0	1	N/A	5.42e-5	0	800	320	200	2.71e-4	1.084e-4	6.775e-5	24	0	NA	NA
Belgium	2815	67	263	N/A	2.4645e-4	5.87e-6	22333.3333333	10307.6923077	6700	0.00195666666667	9.03076923077e-4	5.87e-4	558	30	NA	NA
Spain	25374	1375	2125	N/A	5.4306e-4	2.943e-5	458333.333333	211538.461538	137500	0.00981	0.00452769230769	0.002943	4964	332	355000	0.007596
Ukraine	47	3	1	N/A	1.05e-6	7e-8	1000	461.538461538	300	2.33333333333e-5	1.07692307692e-5	7e-6	18	0	NA	NA
Netherlands	3640	137	2	N/A	2.1125e-4	7.95e-6	45666.6666667	21076.9230769	13700	0.00265	0.00122307692308	7.95e-4	637	30	NA	NA
Denmark	1420	13	1	N/A	2.4494e-4	2.24e-6	4333.33333333	2000	1300	7.46666666667e-4	3.44615384615e-4	2.24e-4	83	4	NA	NA
Poland	536	5	1	N/A	1.411e-5	1.3e-7	1666.66666667	769.230769231	500	4.33333333333e-5	2e-5	1.3e-5	111	0	NA	NA
Finland	523	1	10	N/A	9.478e-5	1.8e-7	333.333333333	153.846153846	100	6e-5	2.76923076923e-5	1.8e-5	73	1	NA	NA
Macedonia	85	0	1	N/A	4.081e-5	0	425	170	106.25	2.0405e-4	8.162e-5	5.10125e-5	18	0	NA	NA
Moldova	80	1	1	N/A	2.256e-5	2.8e-7	333.333333333	153.846153846	100	9.33333333333e-5	4.30769230769e-5	2.8e-5	14	0	NA	NA
Sweden	1763	20	16	N/A	1.7313e-4	1.96e-6	6666.66666667	3076.92307692	2000	6.53333333333e-4	3.01538461538e-4	1.96e-4	124	4	NA	NA
Latvia	124	0	1	N/A	6.436e-5	0	620	248	155	3.218e-4	1.2872e-4	8.045e-5	13	0	NA	NA
Croatia	206	1	5	N/A	5.037e-5	2.4e-7	333.333333333	153.846153846	100	8e-5	3.69230769231e-5	2.4e-5	78	0	2100	5.15e-4
Malta	73	0	2	N/A	1.5097e-4	0	365	146	91.25	7.5485e-4	3.0194e-4	1.887125e-4	9	0	NA	NA
Monaco	11	0	0	N/A	2.8437e-4	0	55	22	13.75	0.00142185	5.6874e-4	3.554625e-4	0	0	NA	NA
Switzerland	6575	75	15	N/A	7.7203e-4	8.81e-6	25000	11538.4615385	7500	0.00293666666667	0.00135538461538	8.81e-4	1281	21	50000	0.005834
Russia	306	1	12	N/A	2.12e-6	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	53	0	NA	NA
Bulgaria	163	3	3	N/A	2.321e-5	4.3e-7	1000	461.538461538	300	1.43333333333e-4	6.61538461538e-5	4.3e-5	36	0	NA	NA
Romania	367	0	52	N/A	1.885e-5	0	1835	734	458.75	9.425e-5	3.77e-5	2.35625e-5	59	0	9967	5.14e-4
Albania	76	2	2	N/A	2.651e-5	7e-7	666.666666667	307.692307692	200	2.33333333333e-4	1.07692307692e-4	7e-5	6	0	NA	NA
Estonia	306	0	1	N/A	2.3166e-4	0	1530	612	382.5	0.0011583	4.6332e-4	2.89575e-4	23	0	NA	NA
Portugal	1280	12	5	N/A	1.2449e-4	1.17e-6	4000	1846.15384615	1200	3.9e-4	1.8e-4	1.17e-4	260	6	NA	NA
Kosovo	2	0	0	N/A	1.08e-6	0	10	4	2.5	5.4e-6	2.16e-6	1.35e-6	0	0	NA	NA
Liechtenstein	37	0	0	N/A	9.76e-4	0	185	74	46.25	0.00488	0.001952	0.00122	9	0	NA	NA
Azerbaijan	53	1	11	N/A	5.33e-6	1e-7	333.333333333	153.846153846	100	3.33333333333e-5	1.53846153846e-5	1e-5	9	0	NA	NA
United Kingdom	5067	234	67	N/A	7.621e-5	3.52e-6	78000	36000	23400	0.00117333333333	5.41538461538e-4	3.52e-4	1053	56	NA	NA
Austria	2814	8	9	N/A	3.1807e-4	9e-7	2666.66666667	1230.76923077	800	3e-4	1.38461538462e-4	9e-5	426	2	NA	NA
Republic of Serbia	171	1	1	N/A	2.449e-5	1.4e-7	333.333333333	153.846153846	100	4.66666666667e-5	2.15384615385e-5	1.4e-5	36	0	NA	NA
Greece	530	13	19	N/A	4.94e-5	1.21e-6	4333.33333333	2000	1300	4.03333333333e-4	1.86153846154e-4	1.21e-4	35	7	NA	NA
Hungary	103	4	7	N/A	1.054e-5	4.1e-7	1333.33333333	615.384615385	400	1.36666666667e-4	6.30769230769e-5	4.1e-5	18	1	NA	NA
Cyprus	84	0	0	N/A	7.179e-5	0	420	168	105	3.5895e-4	1.4358e-4	8.97375e-5	17	0	NA	NA
