Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita	Confirmed_daily	Deaths_daily
Iceland	1648	6	688	954	0.00466098	1.697e-05	2000	923.076923077	600	0.00565666666667	0.00261076923077	0.001697	32663	0.095718	32	0
Montenegro	252	2	4	246	0.00040492	3.21e-06	666.666666667	307.692307692	200	0.00107	0.000493846153846	0.000321	2329	0.003708	4	0
Slovenia	1124	43	128	953	0.00054369	2.08e-05	14333.3333333	6615.38461538	4300	0.00693333333333	0.0032	0.00208	31813	0.015303	33	3
Germany	118181	2607	52407	63167	0.00142511	3.144e-05	869000	401076.923077	260700	0.01048	0.00483692307692	0.003144	1317887	0.01573	4885	258
Bosnia and Herzegovina	858	35	101	722	0.00025813	1.053e-05	11666.6666667	5384.61538462	3500	0.00351	0.00162	0.001053	6911	0.002106	54	1
Armenia	921	10	138	773	0.00031202	3.39e-06	3333.33333333	1538.46153846	1000	0.00113	0.000521538461538	0.000339	5823	0.001965	40	1
Belgium	24983	2523	5164	17296	0.00218726	0.00022089	841000	388153.846154	252300	0.07363	0.0339830769231	0.022089	84248	0.007269	1580	283
Spain	153222	15447	52165	85610	0.00327932	0.0003306	5149000	2376461.53846	1544700	0.1102	0.0508615384615	0.03306	355000	0.007593	5002	655
Ukraine	1892	57	45	1790	4.24e-05	1.28e-06	19000	8769.23076923	5700	0.000426666666667	0.000196923076923	0.000128	20608	4.71e-4	224	5
San Marino	333	34	49	250	0.00985645	0.00100636	11333.3333333	5230.76923077	3400	0.335453333333	0.154824615385	0.100636	846	0.024933	54	0
Netherlands	21903	2403	278	19222	0.00127114	0.00013946	801000	369692.307692	240300	0.0464866666667	0.0214553846154	0.013946	101534	0.005926	1221	148
Denmark	5830	237	1883	3710	0.00100562	4.088e-05	79000	36461.5384615	23700	0.0136266666667	0.00628923076923	0.004088	64002	0.01105	233	19
Poland	5575	174	284	5117	0.00014679	4.58e-06	58000	26769.2307692	17400	0.00152666666667	0.000704615384615	0.000458	107597	0.002843	370	15
Finland	2605	42	300	2263	0.00047209	7.61e-06	14000	6461.53846154	4200	0.00253666666667	0.00117076923077	0.000761	39000	0.007039	118	2
Macedonia	663	30	37	596	0.0003183	1.44e-05	10000	4615.38461538	3000	0.0048	0.00221538461538	0.00144	NA	NA	46	1
Moldova	1289	29	50	1210	0.00036352	8.18e-06	9666.66666667	4461.53846154	2900	0.00272666666667	0.00125846153846	0.000818	5108	0.001266	115	2
Liechtenstein	78	1	55	22	0.0020575	2.638e-05	333.333333333	153.846153846	100	0.00879333333333	0.00405846153846	0.002638	900	0.023605	0	0
Latvia	589	3	16	570	0.00030573	1.56e-06	1000	461.538461538	300	0.00052	0.00024	0.000156	25458	0.013497	12	1
Croatia	1407	20	219	1168	0.00034406	4.89e-06	6666.66666667	3076.92307692	2000	0.00163	0.000752307692308	0.000489	13680	0.003332	64	1
Malta	337	2	16	319	0.00069696	4.14e-06	666.666666667	307.692307692	200	0.00138	0.000636923076923	0.000414	13732	0.0311	38	1
Vatican	8	0	2	6	0.00998752	0.0	40	16	10	0.0499376	0.01997504	0.0124844	NA	NA	0	0
Sweden	9141	793	205	8143	0.00089766	7.787e-05	264333.333333	122000	79300	0.0259566666667	0.01198	0.007787	54700	0.005416	722	106
Russia	10131	76	698	9357	7.012e-05	5.3e-07	25333.3333333	11692.3076923	7600	0.000176666666667	8.15384615385e-05	5.3e-05	1004719	0.006885	1459	13
Bulgaria	618	24	48	546	8.798e-05	3.42e-06	8000	3692.30769231	2400	0.00114	0.000526153846154	0.000342	15899	0.002288	25	0
Romania	5202	248	647	4307	0.00026713	1.273e-05	82666.6666667	38153.8461538	24800	0.00424333333333	0.00195846153846	0.001273	51802	0.002693	441	28
Albania	409	23	165	221	0.00014269	8.02e-06	7666.66666667	3538.46153846	2300	0.00267333333333	0.00123384615385	0.000802	3223	0.00112	9	1
Portugal	13956	409	205	13342	0.00135735	3.978e-05	136333.333333	62923.0769231	40900	0.01326	0.00612	0.003978	140368	0.013766	815	29
Estonia	1207	24	83	1100	0.00091378	1.817e-05	8000	3692.30769231	2400	0.00605666666667	0.00279538461538	0.001817	26416	0.019914	22	0
Kosovo	184	5	30	149	9.971e-05	2.71e-06	1666.66666667	769.230769231	500	0.000903333333333	0.000416923076923	0.000271	NA	NA	0	0
Azerbaijan	926	9	101	816	9.314e-05	9.1e-07	3000	1384.61538462	900	0.000303333333333	0.00014	9.1e-05	57371	0.005658	104	1
United Kingdom	65872	7993	359	57520	0.00099072	0.00012022	2664333.33333	1229692.30769	799300	0.0400733333333	0.0184953846154	0.012022	298169	0.004392	4398	882
Austria	13244	295	5240	7709	0.001497	3.334e-05	98333.3333333	45384.6153846	29500	0.0111133333333	0.00512923076923	0.003334	126287	0.014022	302	22
West Bank and Gaza	263	1	44	218	N/A	N/A	333.333333333	153.846153846	100	N/A	N/A	N/A	16068	0.00315	0	0
Republic of Serbia	2867	66	0	2801	0.00041062	9.45e-06	22000	10153.8461538	6600	0.00315	0.00145384615385	0.000945	12347	0.001413	201	1
Greece	1955	87	269	1599	0.00018224	8.11e-06	29000	13384.6153846	8700	0.00270333333333	0.00124769230769	0.000811	33634	0.003227	71	4
Hungary	980	66	96	818	0.00010032	6.76e-06	22000	10153.8461538	6600	0.00225333333333	0.00104	0.000676	27826	0.00288	85	8
Cyprus	564	10	53	501	0.00048205	8.55e-06	3333.33333333	1538.46153846	1000	0.00285	0.00131538461538	0.000855	14273	0.011822	38	1
New Zealand	1239	1	317	921	0.00025361	2e-07	333.333333333	153.846153846	100	6.66666666667e-05	3.07692307692e-05	2e-05	51165	0.01061	29	0
Australia	6108	51	1472	4585	0.00024439	2.04e-06	17000	7846.15384615	5100	0.00068	0.000313846153846	0.000204	330134	0.012946	98	1
Fiji	15	0	0	15	1.698e-05	0.0	75	30	18.75	8.49e-05	3.396e-05	2.1225e-05	NA	NA	0	0
Papua New Guinea	2	0	0	2	2.3e-07	0.0	10	4	2.5	1.15e-06	4.6e-07	2.875e-07	72	8e-6	0	0
Madagascar	93	0	11	82	3.54e-06	0.0	465	186	116.25	1.77e-05	7.08e-06	4.425e-06	NA	NA	0	0
Swaziland	12	0	7	5	1.056e-05	0.0	60	24	15	5.28e-05	2.112e-05	1.32e-05	NA	NA	0	0
Liberia	31	4	3	24	6.43e-06	8.3e-07	1333.33333333	615.384615385	400	0.000276666666667	0.000127692307692	8.3e-05	NA	NA	0	0
Sudan	15	2	2	11	3.6e-07	5e-08	666.666666667	307.692307692	200	1.66666666667e-05	7.69230769231e-06	5e-06	NA	NA	1	0
Guinea	194	0	11	183	1.563e-05	0.0	970	388	242.5	7.815e-05	3.126e-05	1.95375e-05	NA	NA	30	0
United Republic of Tanzania	25	1	5	19	4.4e-07	2e-08	333.333333333	153.846153846	100	6.66666666667e-06	3.07692307692e-06	2e-06	NA	NA	0	0
Sao Tome and Principe	4	0	0	4	1.895e-05	0.0	20	8	5	9.475e-05	3.79e-05	2.36875e-05	19	8.7e-5	0	0
Republic of the Congo	60	5	5	50	1.144e-05	9.5e-07	1666.66666667	769.230769231	500	0.000316666666667	0.000146153846154	9.5e-05	NA	NA	15	0
Democratic Republic of the Congo	180	18	9	153	2.14e-06	2.1e-07	6000	2769.23076923	1800	7e-05	3.23076923077e-05	2.1e-05	NA	NA	0	0
Rwanda	110	0	7	103	8.94e-06	0.0	550	220	137.5	4.47e-05	1.788e-05	1.1175e-05	806	6.2e-5	0	0
Somalia	12	1	1	10	8e-07	7e-08	333.333333333	153.846153846	100	2.33333333333e-05	1.07692307692e-05	7e-06	NA	NA	0	0
Ivory Coast	444	3	52	389	1.771e-05	1.2e-07	1000	461.538461538	300	4e-05	1.84615384615e-05	1.2e-05	NA	NA	60	0
Nigeria	288	7	51	230	1.47e-06	4e-08	2333.33333333	1076.92307692	700	1.33333333333e-05	6.15384615385e-06	4e-06	5000	2.4e-5	12	1
Cameroon	730	10	60	660	2.895e-05	4e-07	3333.33333333	1538.46153846	1000	0.000133333333333	6.15384615385e-05	4e-05	NA	NA	0	0
Burkina Faso	443	24	146	273	2.243e-05	1.22e-06	8000	3692.30769231	2400	0.000406666666667	0.000187692307692	0.000122	NA	NA	29	1
Benin	26	1	5	20	2.26e-06	9e-08	333.333333333	153.846153846	100	3e-05	1.38461538462e-05	9e-06	NA	NA	0	0
Ghana	378	6	3	369	1.27e-05	2e-07	2000	923.076923077	600	6.66666666667e-05	3.07692307692e-05	2e-05	12046	3.88e-4	65	0
Algeria	1666	235	347	1084	3.945e-05	5.56e-06	78333.3333333	36153.8461538	23500	0.00185333333333	0.000855384615385	0.000556	3359	7.7e-5	94	30
Zambia	39	1	24	14	2.25e-06	6e-08	333.333333333	153.846153846	100	2e-05	9.23076923077e-06	6e-06	1239	6.7e-5	0	0
Cape Verde	7	1	1	5	1.287e-05	1.84e-06	333.333333333	153.846153846	100	0.000613333333333	0.000283076923077	0.000184	NA	NA	0	0
Malawi	8	1	0	7	4.4e-07	6e-08	333.333333333	153.846153846	100	2e-05	9.23076923077e-06	6e-06	NA	NA	0	0
Togo	73	3	24	46	9.25e-06	3.8e-07	1000	461.538461538	300	0.000126666666667	5.84615384615e-05	3.8e-05	1747	2.11e-4	3	0
Zimbabwe	11	3	0	8	7.6e-07	2.1e-07	1000	461.538461538	300	7e-05	3.23076923077e-05	2.1e-05	371	2.5e-5	0	0
Senegal	250	2	123	125	1.577e-05	1.3e-07	666.666666667	307.692307692	200	4.33333333333e-05	2e-05	1.3e-05	NA	NA	6	0
Sierra Leone	7	0	0	7	9.2e-07	0.0	35	14	8.75	4.6e-06	1.84e-06	1.15e-06	NA	NA	0	0
Eritrea	33	0	0	33	7.37e-06	0.0	165	66	41.25	3.685e-05	1.474e-05	9.2125e-06	NA	NA	0	0
Libya	24	1	8	15	3.59e-06	1.5e-07	333.333333333	153.846153846	100	5e-05	2.30769230769e-05	1.5e-05	492	7.2e-5	3	0
Gambia	4	1	2	1	1.75e-06	4.4e-07	333.333333333	153.846153846	100	0.000146666666667	6.76923076923e-05	4.4e-05	NA	NA	0	0
Central African Republic	8	0	0	8	1.71e-06	0.0	40	16	10	8.55e-06	3.42e-06	2.1375e-06	NA	NA	0	0
Mauritius	314	7	23	284	0.00024816	5.53e-06	2333.33333333	1076.92307692	700	0.00184333333333	0.000850769230769	0.000553	6730	0.005292	41	0
Morocco	1374	97	109	1168	3.814e-05	2.69e-06	32333.3333333	14923.0769231	9700	0.000896666666667	0.000413846153846	0.000269	6116	1.66e-4	99	4
Mauritania	7	1	2	4	1.59e-06	2.3e-07	333.333333333	153.846153846	100	7.66666666667e-05	3.53846153846e-05	2.3e-05	67	1.4e-5	1	0
Gabon	44	1	1	42	2.076e-05	4.7e-07	333.333333333	153.846153846	100	0.000156666666667	7.23076923077e-05	4.7e-05	NA	NA	10	0
South Sudan	3	0	0	3	2.7e-07	0.0	15	6	3.75	1.35e-06	5.4e-07	3.375e-07	NA	NA	1	0
Guinea-Bissau	36	0	0	36	1.921e-05	0.0	180	72	45	9.605e-05	3.842e-05	2.40125e-05	1500	7.62e-4	3	0
Mali	74	7	22	45	3.88e-06	3.7e-07	2333.33333333	1076.92307692	700	0.000123333333333	5.69230769231e-05	3.7e-05	NA	NA	15	0
Namibia	16	0	3	13	6.54e-06	0.0	80	32	20	3.27e-05	1.308e-05	8.175e-06	362	1.42e-4	0	0
Seychelles	11	0	0	11	0.00011368	0.0	55	22	13.75	0.0005684	0.00022736	0.0001421	NA	NA	0	0
Angola	19	2	2	15	6.2e-07	6e-08	666.666666667	307.692307692	200	2e-05	9.23076923077e-06	6e-06	NA	NA	0	0
Chad	11	0	2	9	7.1e-07	0.0	55	22	13.75	3.55e-06	1.42e-06	8.875e-07	NA	NA	1	0
Ethiopia	56	2	4	50	5.1e-07	2e-08	666.666666667	307.692307692	200	6.66666666667e-06	3.07692307692e-06	2e-06	2790	2.4e-5	1	0
Egypt	1699	118	348	1233	1.726e-05	1.2e-06	39333.3333333	18153.8461538	11800	0.0004	0.000184615384615	0.00012	25000	2.44e-4	139	15
Equatorial Guinea	18	0	3	15	1.375e-05	0.0	90	36	22.5	6.875e-05	2.75e-05	1.71875e-05	854	6.09e-4	0	0
South Africa	1934	18	95	1821	3.347e-05	3.1e-07	6000	2769.23076923	1800	0.000103333333333	4.76923076923e-05	3.1e-05	68874	0.001161	89	0
Tunisia	643	25	25	593	5.56e-05	2.16e-06	8333.33333333	3846.15384615	2500	0.00072	0.000332307692308	0.000216	9570	8.1e-4	15	1
Djibouti	135	0	25	110	0.00014078	0.0	675	270	168.75	0.0007039	0.00028156	0.000175975	3399	0.00344	0	0
Mozambique	17	0	1	16	5.8e-07	0.0	85	34	21.25	2.9e-06	1.16e-06	7.25e-07	483	1.5e-5	0	0
Uganda	53	0	0	53	1.24e-06	0.0	265	106	66.25	6.2e-06	2.48e-06	1.55e-06	3310	7.2e-5	0	0
Burundi	3	0	0	3	2.7e-07	0.0	15	6	3.75	1.35e-06	5.4e-07	3.375e-07	NA	NA	0	0
Kenya	184	7	12	165	3.58e-06	1.4e-07	2333.33333333	1076.92307692	700	4.66666666667e-05	2.15384615385e-05	1.4e-05	5278	9.8e-5	5	1
Niger	410	11	40	359	1.827e-05	4.9e-07	3666.66666667	1692.30769231	1100	0.000163333333333	7.53846153846e-05	4.9e-05	4251	1.76e-4	68	0
Botswana	13	1	0	12	5.77e-06	4.4e-07	333.333333333	153.846153846	100	0.000146666666667	6.76923076923e-05	4.4e-05	1154	4.91e-4	7	0
East Timor	1	0	0	1	7.9e-07	0.0	5	2	1.25	3.95e-06	1.58e-06	9.875e-07	NA	NA	0	0
Afghanistan	484	15	32	437	1.302e-05	4e-07	5000	2307.69230769	1500	0.000133333333333	6.15384615385e-05	4e-05	NA	NA	40	1
Qatar	2376	6	206	2164	0.00085416	2.16e-06	2000	923.076923077	600	0.00072	0.000332307692308	0.000216	43144	0.014975	166	0
Bangladesh	330	21	33	276	2.05e-06	1.3e-07	7000	3230.76923077	2100	4.33333333333e-05	2e-05	1.3e-05	6175	3.7e-5	112	1
Bhutan	5	0	2	3	6.63e-06	0.0	25	10	6.25	3.315e-05	1.326e-05	8.2875e-06	1166	0.001511	0	0
Kuwait	910	1	111	798	0.00021995	2.4e-07	333.333333333	153.846153846	100	8e-05	3.69230769231e-05	2.4e-05	NA	NA	55	0
Nepal	9	0	1	8	3.2e-07	0.0	45	18	11.25	1.6e-06	6.4e-07	4e-07	2895	9.9e-5	0	0
Cambodia	119	0	62	57	7.32e-06	0.0	595	238	148.75	3.66e-05	1.464e-05	9.15e-06	5768	3.45e-4	2	0
Laos	16	0	0	16	2.27e-06	0.0	80	32	20	1.135e-05	4.54e-06	2.8375e-06	903	1.24e-4	1	0
Bahrain	887	5	519	363	0.00056517	3.19e-06	1666.66666667	769.230769231	500	0.00106333333333	0.000490769230769	0.000319	55096	0.032379	64	0
Brunei	135	1	92	42	0.00031471	2.33e-06	333.333333333	153.846153846	100	0.000776666666667	0.000358461538462	0.000233	8985	0.020538	0	0
Saudi Arabia	3287	44	666	2577	9.754e-05	1.31e-06	14666.6666667	6769.23076923	4400	0.000436666666667	0.000201538461538	0.000131	115585	0.00332	355	3
Iran	66220	4110	32309	29801	0.00080953	5.024e-05	1370000	632307.692308	411000	0.0167466666667	0.00772923076923	0.005024	231393	0.002755	1634	117
Singapore	1910	6	460	1444	0.00033873	1.06e-06	2000	923.076923077	600	0.000353333333333	0.000163076923077	0.000106	65000	0.01111	287	0
Jordan	372	7	161	204	3.736e-05	7e-07	2333.33333333	1076.92307692	700	0.000233333333333	0.000107692307692	7e-05	17000	0.001666	14	1
Lebanon	582	19	67	496	8.498e-05	2.77e-06	6333.33333333	2923.07692308	1900	0.000923333333333	0.000426153846154	0.000277	12524	0.001835	6	0
China	82883	3339	77679	1865	5.951e-05	2.4e-06	1113000	513692.307692	333900	0.0008	0.000369230769231	0.00024	NA	NA	74	2
Iraq	1232	69	496	667	3.206e-05	1.8e-06	23000	10615.3846154	6900	0.0006	0.000276923076923	0.00018	30466	7.57e-4	30	0
Kazakhstan	781	8	60	713	4.273e-05	4.4e-07	2666.66666667	1230.76923077	800	0.000146666666667	6.76923076923e-05	4.4e-05	59371	0.003162	54	1
Kyrgyzstan	280	4	35	241	4.433e-05	6.3e-07	1333.33333333	615.384615385	400	0.00021	9.69230769231e-05	6.3e-05	9618	0.001474	10	0
Maldives	19	0	13	6	3.684e-05	0.0	95	38	23.75	0.0001842	7.368e-05	4.605e-05	NA	NA	0	0
Oman	457	3	109	345	9.463e-05	6.2e-07	1000	461.538461538	300	0.000206666666667	9.53846153846e-05	6.2e-05	NA	NA	38	1
Philippines	4076	203	124	3749	3.822e-05	1.9e-06	67666.6666667	31230.7692308	20300	0.000633333333333	0.000292307692308	0.00019	24500	2.24e-4	206	21
Indonesia	3293	280	252	2761	1.23e-05	1.05e-06	93333.3333333	43076.9230769	28000	0.00035	0.000161538461538	0.000105	14354	5.2e-5	337	40
Vietnam	255	0	128	127	2.67e-06	0.0	1275	510	318.75	1.335e-05	5.34e-06	3.3375e-06	114241	0.001174	4	0
Mongolia	16	0	4	12	5.05e-06	0.0	80	32	20	2.525e-05	1.01e-05	6.3125e-06	NA	NA	0	0
Thailand	2423	32	940	1451	3.49e-05	4.6e-07	10666.6666667	4923.07692308	3200	0.000153333333333	7.07692307692e-05	4.6e-05	71860	0.00103	54	2
Syria	19	2	4	13	1.12e-06	1.2e-07	666.666666667	307.692307692	200	4e-05	1.84615384615e-05	1.2e-05	NA	NA	0	0
Taiwan	380	5	67	308	1.598e-05	2.1e-07	1666.66666667	769.230769231	500	7e-05	3.23076923077e-05	2.1e-05	42315	0.001777	1	0
Pakistan	4489	65	572	3852	2.115e-05	3.1e-07	21666.6666667	10000	6500	0.000103333333333	4.76923076923e-05	3.1e-05	44896	2.03e-4	226	4
Myanmar	23	3	2	18	4.3e-07	6e-08	1000	461.538461538	300	2e-05	9.23076923077e-06	6e-06	1246	2.3e-5	1	0
United Arab Emirates	2990	14	268	2708	0.00031046	1.45e-06	4666.66666667	2153.84615385	1400	0.000483333333333	0.000223076923077	0.000145	593095	0.059967	331	2
India	6725	226	620	5879	4.97e-06	1.7e-07	75333.3333333	34769.2307692	22600	5.66666666667e-05	2.61538461538e-05	1.7e-05	177584	1.29e-4	809	48
Uzbekistan	582	3	38	541	1.766e-05	9e-08	1000	461.538461538	300	3e-05	1.38461538462e-05	9e-06	70000	0.002091	37	0
Malaysia	4228	67	1608	2553	0.00013371	2.12e-06	22333.3333333	10307.6923077	6700	0.000706666666667	0.000326153846154	0.000212	63367	0.001958	109	2
Sri Lanka	190	7	49	134	8.77e-06	3.2e-07	2333.33333333	1076.92307692	700	0.000106666666667	4.92307692308e-05	3.2e-05	3248	1.52e-4	1	0
Japan	4667	94	632	3941	3.688e-05	7.4e-07	31333.3333333	14461.5384615	9400	0.000246666666667	0.000113846153846	7.4e-05	61498	4.86e-4	410	1
South Korea	10423	204	6973	3246	0.00020186	3.95e-06	68000	31384.6153846	20400	0.00131666666667	0.000607692307692	0.000395	477304	0.00931	39	4
Canada	20654	503	0	0	0.00055733	1.357e-05	167666.666667	77384.6153846	50300	0.00452333333333	0.00208769230769	0.001357	370315	0.009812	1513	96
Jamaica	63	4	12	47	2.147e-05	1.36e-06	1333.33333333	615.384615385	400	0.000453333333333	0.000209230769231	0.000136	907	3.06e-4	0	0
Honduras	343	23	6	314	3.578e-05	2.4e-06	7666.66666667	3538.46153846	2300	0.0008	0.000369230769231	0.00024	NA	NA	31	1
Saint Lucia	14	0	1	13	7.697e-05	0.0	70	28	17.5	0.00038485	0.00015394	9.62125e-05	NA	NA	0	0
Cuba	515	15	28	472	4.542e-05	1.32e-06	5000	2307.69230769	1500	0.00044	0.000203076923077	0.000132	9410	8.31e-4	58	3
El Salvador	103	6	14	83	1.604e-05	9.3e-07	2000	923.076923077	600	0.00031	0.000143076923077	9.3e-05	NA	NA	10	1
The Bahamas	41	8	5	28	0.00010632	2.074e-05	2666.66666667	1230.76923077	800	0.00691333333333	0.00319076923077	0.002074	NA	NA	1	1
Panama	2528	63	16	2449	0.00060524	1.508e-05	21000	9692.30769231	6300	0.00502666666667	0.00232	0.001508	11776	0.002729	279	4
Mexico	3181	174	633	2374	2.521e-05	1.38e-06	58000	26769.2307692	17400	0.00046	0.000212307692308	0.000138	25410	1.97e-4	396	33
United States of America	461432	16477	0	0	0.00141038	5.036e-05	5492333.33333	2534923.07692	1647700	0.0167866666667	0.00774769230769	0.005036	2350552	0.007101	32385	1783
United States of America	461432	16477	0	0	0.00141038	5.036e-05	5492333.33333	2534923.07692	1647700	0.0167866666667	0.00774769230769	0.005036	2350552	0.007101	32385	1783
Costa Rica	539	3	30	506	0.00010781	6e-07	1000	461.538461538	300	0.0002	9.23076923077e-05	6e-05	6298	0.001236	37	0
Saint Kitts and Nevis	11	0	0	11	0.00020976	0.0	55	22	13.75	0.0010488	0.00041952	0.0002622	183	0.00344	0	0
Trinidad and Tobago	109	8	1	100	7.843e-05	5.76e-06	2666.66666667	1230.76923077	800	0.00192	0.000886153846154	0.000576	987	7.05e-4	2	0
Guatemala	95	3	17	75	5.51e-06	1.7e-07	1000	461.538461538	300	5.66666666667e-05	2.61538461538e-05	1.7e-05	1134	6.3e-5	8	0
Antigua and Barbuda	19	2	0	17	0.00019733	2.077e-05	666.666666667	307.692307692	200	0.00692333333333	0.00319538461538	0.002077	40	4.08e-4	0	0
Paraguay	124	5	18	101	1.783e-05	7.2e-07	1666.66666667	769.230769231	500	0.00024	0.000110769230769	7.2e-05	2039	2.86e-4	5	0
Saint Vincent and the Grenadines	12	0	1	11	0.00010888	0.0	60	24	15	0.0005444	0.00021776	0.0001361	NA	NA	4	0
Dominican Republic	2349	118	80	2151	0.00022104	1.11e-05	39333.3333333	18153.8461538	11800	0.0037	0.00170769230769	0.00111	7151	6.59e-4	238	10
Nicaragua	7	1	0	6	1.08e-06	1.5e-07	333.333333333	153.846153846	100	5e-05	2.30769230769e-05	1.5e-05	NA	NA	1	0
Haiti	30	2	0	28	2.7e-06	1.8e-07	666.666666667	307.692307692	200	6e-05	2.76923076923e-05	1.8e-05	257	2.3e-5	3	1
Dominica	15	0	1	14	0.00020942	0.0	75	30	18.75	0.0010471	0.00041884	0.000261775	293	0.00407	0	0
Brazil	18092	950	173	16969	8.637e-05	4.54e-06	316666.666667	146153.846154	95000	0.00151333333333	0.000698461538462	0.000454	62985	2.96e-4	1922	131
Belize	9	1	0	8	2.349e-05	2.61e-06	333.333333333	153.846153846	100	0.00087	0.000401538461538	0.000261	364	9.15e-4	1	0
Colombia	2223	69	174	1980	4.477e-05	1.39e-06	23000	10615.3846154	6900	0.000463333333333	0.000213846153846	0.000139	33575	6.6e-4	169	15
Suriname	10	1	4	5	1.736e-05	1.74e-06	333.333333333	153.846153846	100	0.00058	0.000267692307692	0.000174	NA	NA	0	0
Uruguay	456	7	192	257	0.0001322	2.03e-06	2333.33333333	1076.92307692	700	0.000676666666667	0.000312307692308	0.000203	6175	0.001778	32	0
Peru	5256	138	1438	3680	0.00016431	4.31e-06	46000	21230.7692308	13800	0.00143666666667	0.000663076923077	0.000431	48465	0.00147	914	17
Ecuador	4965	272	339	4354	0.00029062	1.592e-05	90666.6666667	41846.1538462	27200	0.00530666666667	0.00244923076923	0.001592	19102	0.001083	515	30
Chile	5972	57	1274	4641	0.00031886	3.04e-06	19000	8769.23076923	5700	0.00101333333333	0.000467692307692	0.000304	68353	0.003576	426	9
Guyana	37	6	8	23	4.75e-05	7.7e-06	2000	923.076923077	600	0.00256666666667	0.00118461538462	0.00077	145	1.84e-4	0	0
Grenada	12	0	0	12	0.00010767	0.0	60	24	15	0.00053835	0.00021534	0.0001345875	45	4e-4	0	0
Argentina	1795	72	365	1358	4.034e-05	1.62e-06	24000	11076.9230769	7200	0.00054	0.000249230769231	0.000162	14850	3.29e-4	80	9
Bolivia	264	18	2	244	2.325e-05	1.59e-06	6000	2769.23076923	1800	0.00053	0.000244615384615	0.000159	591	5.1e-5	54	3
Venezuela	171	9	84	78	5.92e-06	3.1e-07	3000	1384.61538462	900	0.000103333333333	4.76923076923e-05	3.1e-05	139282	0.004898	4	0
Barbados	66	3	11	52	0.00023025	1.047e-05	1000	461.538461538	300	0.00349	0.00161076923077	0.001047	694	0.002415	3	0
Diamond Princess	712	11	619	82	N/A	N/A	3666.66666667	1692.30769231	1100	N/A	N/A	N/A	NA	NA	0	0
Western Sahara	4	0	0	4	N/A	N/A	20	8	5	N/A	N/A	N/A	NA	NA	0	0
MS Zaandam	9	2	0	7	N/A	N/A	666.666666667	307.692307692	200	N/A	N/A	N/A	NA	NA	0	0
